model/lindex.onnx,spec/lindex_1.vnnlib,30
model/lindex_deep.onnx,spec/lindex_1.vnnlib,30
model/lindex.onnx,spec/lindex_200.vnnlib,30
model/lindex_deep.onnx,spec/lindex_200.vnnlib,30
model/lindex.onnx,spec/lindex_400.vnnlib,30
model/lindex_deep.onnx,spec/lindex_400.vnnlib,30
model/lindex.onnx,spec/lindex_600.vnnlib,30
model/lindex_deep.onnx,spec/lindex_600.vnnlib,30
model/lindex.onnx,spec/lindex_800.vnnlib,30
model/lindex_deep.onnx,spec/lindex_800.vnnlib,30
model/lindex.onnx,spec/lindex_1000.vnnlib,30
model/lindex_deep.onnx,spec/lindex_1000.vnnlib,30
model/lindex.onnx,spec/lindex_3000.vnnlib,30
model/lindex_deep.onnx,spec/lindex_3000.vnnlib,30
model/lindex.onnx,spec/lindex_5000.vnnlib,30
model/lindex_deep.onnx,spec/lindex_5000.vnnlib,30
model/lindex.onnx,spec/lindex_7000.vnnlib,30
model/lindex_deep.onnx,spec/lindex_7000.vnnlib,30
model/lindex.onnx,spec/lindex_9000.vnnlib,30
model/lindex_deep.onnx,spec/lindex_9000.vnnlib,30
model/lindex.onnx,spec/lindex_10000.vnnlib,30
model/lindex_deep.onnx,spec/lindex_10000.vnnlib,30
model/lindex.onnx,spec/lindex_60000.vnnlib,40
model/lindex_deep.onnx,spec/lindex_60000.vnnlib,40
model/mscn_128d.onnx,spec/cardinality_0_1_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_100_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_200_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_300_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_400_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_500_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_600_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_700_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_800_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_900_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_1000_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_1300_128.vnnlib,20
model/mscn_128d.onnx,spec/cardinality_0_1600_128.vnnlib,30
model/mscn_128d.onnx,spec/cardinality_0_1900_128.vnnlib,30
model/mscn_128d.onnx,spec/cardinality_0_2200_128.vnnlib,30
model/mscn_128d.onnx,spec/cardinality_0_2500_128.vnnlib,40
model/mscn_128d.onnx,spec/cardinality_0_2800_128.vnnlib,40
model/mscn_128d.onnx,spec/cardinality_0_3100_128.vnnlib,40
model/mscn_128d.onnx,spec/cardinality_0_3400_128.vnnlib,50
model/mscn_128d.onnx,spec/cardinality_0_3700_128.vnnlib,50
model/mscn_128d_dual.onnx,spec/cardinality_1_1_128_dual.vnnlib,20
model/mscn_128d_dual.onnx,spec/cardinality_1_60_128_dual.vnnlib,20
model/mscn_128d_dual.onnx,spec/cardinality_1_120_128_dual.vnnlib,20
model/mscn_128d_dual.onnx,spec/cardinality_1_180_128_dual.vnnlib,20
model/mscn_128d_dual.onnx,spec/cardinality_1_240_128_dual.vnnlib,20
model/mscn_128d_dual.onnx,spec/cardinality_1_300_128_dual.vnnlib,20
model/mscn_128d_dual.onnx,spec/cardinality_1_360_128_dual.vnnlib,40
model/mscn_128d_dual.onnx,spec/cardinality_1_420_128_dual.vnnlib,40
model/mscn_128d_dual.onnx,spec/cardinality_1_480_128_dual.vnnlib,40
model/mscn_128d_dual.onnx,spec/cardinality_1_540_128_dual.vnnlib,40
model/mscn_128d_dual.onnx,spec/cardinality_1_600_128_dual.vnnlib,40
model/mscn_128d_dual.onnx,spec/cardinality_1_660_128_dual.vnnlib,40
model/mscn_128d_dual.onnx,spec/cardinality_1_720_128_dual.vnnlib,60
model/mscn_128d_dual.onnx,spec/cardinality_1_780_128_dual.vnnlib,60
model/mscn_128d_dual.onnx,spec/cardinality_1_840_128_dual.vnnlib,60
model/mscn_128d_dual.onnx,spec/cardinality_1_900_128_dual.vnnlib,60
model/mscn_128d_dual.onnx,spec/cardinality_1_1400_128_dual.vnnlib,60
model/mscn_128d_dual.onnx,spec/cardinality_1_1800_128_dual.vnnlib,80
model/mscn_128d_dual.onnx,spec/cardinality_1_2200_128_dual.vnnlib,100
model/mscn_128d_dual.onnx,spec/cardinality_1_2600_128_dual.vnnlib,100
model/mscn_128d_dual.onnx,spec/cardinality_1_3000_128_dual.vnnlib,100
model/mscn_128d_dual.onnx,spec/cardinality_1_3400_128_dual.vnnlib,120
model/mscn_128d_dual.onnx,spec/cardinality_1_3800_128_dual.vnnlib,120
model/mscn_128d_dual.onnx,spec/cardinality_1_4200_128_dual.vnnlib,140
model/mscn_128d_dual.onnx,spec/cardinality_1_4600_128_dual.vnnlib,140
model/mscn_128d_dual.onnx,spec/cardinality_1_5000_128_dual.vnnlib,140
model/mscn_128d_dual.onnx,spec/cardinality_1_5400_128_dual.vnnlib,140
model/mscn_128d_dual.onnx,spec/cardinality_1_5800_128_dual.vnnlib,160
model/mscn_128d_dual.onnx,spec/cardinality_1_6200_128_dual.vnnlib,160
model/mscn_128d_dual.onnx,spec/cardinality_1_6600_128_dual.vnnlib,160
model/mscn_128d_dual.onnx,spec/cardinality_1_7000_128_dual.vnnlib,160
model/mscn_128d_dual.onnx,spec/cardinality_1_7400_128_dual.vnnlib,160
model/mscn_128d_dual.onnx,spec/cardinality_1_7800_128_dual.vnnlib,180
model/mscn_128d_dual.onnx,spec/cardinality_1_8200_128_dual.vnnlib,180
model/mscn_128d_dual.onnx,spec/cardinality_1_8600_128_dual.vnnlib,180
model/mscn_128d_dual.onnx,spec/cardinality_1_9000_128_dual.vnnlib,180
model/mscn_128d_dual.onnx,spec/cardinality_1_9400_128_dual.vnnlib,180
model/mscn_128d_dual.onnx,spec/cardinality_1_9800_128_dual.vnnlib,200
model/mscn_128d_dual.onnx,spec/cardinality_1_10200_128_dual.vnnlib,200
model/mscn_128d_dual.onnx,spec/cardinality_1_10600_128_dual.vnnlib,200
model/mscn_128d_dual.onnx,spec/cardinality_1_11000_128_dual.vnnlib,200
model/mscn_2048d.onnx,spec/cardinality_0_1_2048.vnnlib,20
model/mscn_2048d.onnx,spec/cardinality_0_100_2048.vnnlib,20
model/mscn_2048d.onnx,spec/cardinality_0_200_2048.vnnlib,20
model/mscn_2048d.onnx,spec/cardinality_0_300_2048.vnnlib,20
model/mscn_2048d.onnx,spec/cardinality_0_400_2048.vnnlib,20
model/mscn_2048d.onnx,spec/cardinality_0_500_2048.vnnlib,20
model/mscn_2048d.onnx,spec/cardinality_0_600_2048.vnnlib,20
model/mscn_2048d.onnx,spec/cardinality_0_700_2048.vnnlib,40
model/mscn_2048d.onnx,spec/cardinality_0_800_2048.vnnlib,40
model/mscn_2048d.onnx,spec/cardinality_0_900_2048.vnnlib,40
model/mscn_2048d.onnx,spec/cardinality_0_1000_2048.vnnlib,40
model/mscn_2048d.onnx,spec/cardinality_0_1300_2048.vnnlib,40
model/mscn_2048d.onnx,spec/cardinality_0_1600_2048.vnnlib,60
model/mscn_2048d.onnx,spec/cardinality_0_1900_2048.vnnlib,60
model/mscn_2048d.onnx,spec/cardinality_0_2200_2048.vnnlib,60
model/mscn_2048d.onnx,spec/cardinality_0_2500_2048.vnnlib,80
model/mscn_2048d.onnx,spec/cardinality_0_2800_2048.vnnlib,80
model/mscn_2048d.onnx,spec/cardinality_0_3100_2048.vnnlib,80
model/mscn_2048d.onnx,spec/cardinality_0_3400_2048.vnnlib,100
model/mscn_2048d.onnx,spec/cardinality_0_3700_2048.vnnlib,100
model/mscn_2048d.onnx,spec/cardinality_0_4000_2048.vnnlib,100
model/mscn_2048d.onnx,spec/cardinality_0_4300_2048.vnnlib,120
model/mscn_2048d.onnx,spec/cardinality_0_4600_2048.vnnlib,120
model/mscn_2048d.onnx,spec/cardinality_0_4900_2048.vnnlib,120
model/mscn_2048d.onnx,spec/cardinality_0_5200_2048.vnnlib,120
model/mscn_2048d.onnx,spec/cardinality_0_5500_2048.vnnlib,140
model/mscn_2048d_dual.onnx,spec/cardinality_1_1_2048_dual.vnnlib,20
model/mscn_2048d_dual.onnx,spec/cardinality_1_60_2048_dual.vnnlib,60
model/mscn_2048d_dual.onnx,spec/cardinality_1_120_2048_dual.vnnlib,100
model/mscn_2048d_dual.onnx,spec/cardinality_1_180_2048_dual.vnnlib,100
model/mscn_2048d_dual.onnx,spec/cardinality_1_240_2048_dual.vnnlib,140
model/mscn_2048d_dual.onnx,spec/cardinality_1_300_2048_dual.vnnlib,140
model/mscn_2048d_dual.onnx,spec/cardinality_1_360_2048_dual.vnnlib,160
model/mscn_2048d_dual.onnx,spec/cardinality_1_420_2048_dual.vnnlib,180
model/mscn_2048d_dual.onnx,spec/cardinality_1_480_2048_dual.vnnlib,180
model/mscn_2048d_dual.onnx,spec/cardinality_1_540_2048_dual.vnnlib,180
model/mscn_2048d_dual.onnx,spec/cardinality_1_600_2048_dual.vnnlib,180
model/mscn_2048d_dual.onnx,spec/cardinality_1_660_2048_dual.vnnlib,180
model/mscn_2048d_dual.onnx,spec/cardinality_1_720_2048_dual.vnnlib,200
model/mscn_2048d_dual.onnx,spec/cardinality_1_780_2048_dual.vnnlib,200
model/mscn_2048d_dual.onnx,spec/cardinality_1_840_2048_dual.vnnlib,200
model/mscn_2048d_dual.onnx,spec/cardinality_1_900_2048_dual.vnnlib,200
model/mscn_2048d_dual.onnx,spec/cardinality_1_1400_2048_dual.vnnlib,240
model/mscn_2048d_dual.onnx,spec/cardinality_1_1800_2048_dual.vnnlib,280
model/mscn_2048d_dual.onnx,spec/cardinality_1_2200_2048_dual.vnnlib,300
model/mscn_2048d_dual.onnx,spec/cardinality_1_2600_2048_dual.vnnlib,340
model/mscn_2048d_dual.onnx,spec/cardinality_1_3000_2048_dual.vnnlib,340
model/mscn_2048d_dual.onnx,spec/cardinality_1_3400_2048_dual.vnnlib,360
model/mscn_2048d_dual.onnx,spec/cardinality_1_3800_2048_dual.vnnlib,380
model/mscn_2048d_dual.onnx,spec/cardinality_1_4200_2048_dual.vnnlib,420
model/mscn_2048d_dual.onnx,spec/cardinality_1_4600_2048_dual.vnnlib,440
model/mscn_2048d_dual.onnx,spec/cardinality_1_5000_2048_dual.vnnlib,440
model/mscn_2048d_dual.onnx,spec/cardinality_1_5400_2048_dual.vnnlib,460
model/mscn_2048d_dual.onnx,spec/cardinality_1_5800_2048_dual.vnnlib,480
model/mscn_2048d_dual.onnx,spec/cardinality_1_6200_2048_dual.vnnlib,500
model/mscn_2048d_dual.onnx,spec/cardinality_1_6600_2048_dual.vnnlib,520
model/mscn_2048d_dual.onnx,spec/cardinality_1_7000_2048_dual.vnnlib,520
model/mscn_2048d_dual.onnx,spec/cardinality_1_7400_2048_dual.vnnlib,520
model/mscn_2048d_dual.onnx,spec/cardinality_1_7800_2048_dual.vnnlib,540
model/mscn_2048d_dual.onnx,spec/cardinality_1_8200_2048_dual.vnnlib,560
model/mscn_2048d_dual.onnx,spec/cardinality_1_8600_2048_dual.vnnlib,560
model/mscn_2048d_dual.onnx,spec/cardinality_1_9000_2048_dual.vnnlib,560
model/mscn_2048d_dual.onnx,spec/cardinality_1_9400_2048_dual.vnnlib,580
model/mscn_2048d_dual.onnx,spec/cardinality_1_9800_2048_dual.vnnlib,580
model/mscn_2048d_dual.onnx,spec/cardinality_1_10200_2048_dual.vnnlib,600
model/mscn_2048d_dual.onnx,spec/cardinality_1_10600_2048_dual.vnnlib,620
model/mscn_2048d_dual.onnx,spec/cardinality_1_11000_2048_dual.vnnlib,620
